10/25/2018 4:57:59 AM,4,PAU,49:00.0,49:00.0,0,0,NN_Char_Charge,3.123,0,23.97615,0,0,11
10/25/2018 4:58:59 AM,4,PAU,50:00.0,50:00.0,0,0,NN_Char_Charge,3.12333,0,23.87099,0,0,11
10/25/2018 4:59:59 AM,4,PAU,51:00.0,51:00.0,0,0,NN_Char_Charge,3.12367,0,23.76583,0,0,11
10/25/2018 5:00:59 AM,4,PAU,52:00.0,52:00.0,0,0,NN_Char_Charge,3.12384,0,23.87099,0,0,11
10/25/2018 5:01:59 AM,4,PAU,53:00.0,53:00.0,0,0,NN_Char_Charge,3.12417,0,23.97615,0,0,11
10/25/2018 5:02:59 AM,4,PAU,54:00.0,54:00.0,0,0,NN_Char_Charge,3.12434,0,23.87099,0,0,11
10/25/2018 5:03:59 AM,4,PAU,55:00.0,55:00.0,0,0,NN_Char_Charge,3.12468,0,23.76583,0,0,11
10/25/2018 5:04:59 AM,4,PAU,56:00.0,56:00.0,0,0,NN_Char_Charge,3.12502,0,23.87099,0,0,11
10/25/2018 5:05:59 AM,4,PAU,57:00.0,57:00.0,0,0,NN_Char_Charge,3.12519,0,23.76583,0,0,11
10/25/2018 5:06:59 AM,4,PAU,58:00.0,58:00.0,0,0,NN_Char_Charge,3.12552,0,23.87099,0,0,11
10/25/2018 5:07:59 AM,4,PAU,59:00.0,59:00.0,0,0,NN_Char_Charge,3.12569,0,23.97615,0,0,11
10/25/2018 5:08:59 AM,4,PAU,00:00.0,00:00.0,0,0,NN_Char_Charge,3.12603,0,23.87099,0,0,11
10/25/2018 5:08:59 AM,4,PAU,00:00.0,00:00.0,0,0,NN_Char_Charge,3.12603,0,23.87099,0,0,11
10/25/2018 5:09:59 AM,5,CHA,01:00.0,01:00.0,0,0,NN_Char_Charge,3.41697,2.99853,23.87099,0.04989,0.16647,11
10/25/2018 5:10:59 AM,5,CHA,02:00.0,02:00.0,0,0,NN_Char_Charge,3.4967,2.99853,23.97615,0.09987,0.33948,11
10/25/2018 5:11:59 AM,5,CHA,03:00.0,03:00.0,0,0,NN_Char_Charge,3.52468,2.99853,24.29162,0.14985,0.51507,11
10/25/2018 5:12:59 AM,5,CHA,04:00.0,04:00.0,0,0,NN_Char_Charge,3.54457,3.00108,24.50194,0.19982,0.6917,11
10/25/2018 5:13:59 AM,5,CHA,05:00.0,05:00.0,0,0,NN_Char_Charge,3.56497,2.99853,24.50194,0.2498,0.86937,11
10/25/2018 5:14:59 AM,5,CHA,06:00.0,06:00.0,0,0,NN_Char_Charge,3.58469,2.99853,24.50194,0.29978,1.04805,11
10/25/2018 5:15:59 AM,5,CHA,07:00.0,07:00.0,0,0,NN_Char_Charge,3.60324,2.99853,24.6071,0.34976,1.22766,11
10/25/2018 5:16:59 AM,5,CHA,08:00.0,08:00.0,0,0,NN_Char_Charge,3.62077,2.99853,24.71226,0.39974,1.40818,11
10/25/2018 5:17:59 AM,5,CHA,09:00.0,09:00.0,0,0,NN_Char_Charge,3.63762,2.99853,24.92257,0.44972,1.58959,11
10/25/2018 5:18:59 AM,5,CHA,10:00.0,10:00.0,0,0,NN_Char_Charge,3.65364,2.99853,24.81741,0.4997,1.77178,11
10/25/2018 5:19:59 AM,5,CHA,11:00.0,11:00.0,0,0,NN_Char_Charge,3.6678,2.99853,24.71226,0.54967,1.95474,11
10/25/2018 5:20:59 AM,5,CHA,12:00.0,12:00.0,0,0,NN_Char_Charge,3.68027,2.99853,24.81741,0.59965,2.13836,11
10/25/2018 5:21:59 AM,5,CHA,13:00.0,13:00.0,0,0,NN_Char_Charge,3.69173,2.99853,24.81741,0.64963,2.32258,11
10/25/2018 5:22:59 AM,5,CHA,14:00.0,14:00.0,0,0,NN_Char_Charge,3.70336,2.99853,24.81741,0.6996,2.50738,11
10/25/2018 5:23:59 AM,5,CHA,15:00.0,15:00.0,0,0,NN_Char_Charge,3.7155,2.99853,24.81741,0.74958,2.69276,11
10/25/2018 5:24:59 AM,5,CHA,16:00.0,16:00.0,0,0,NN_Char_Charge,3.72797,2.99853,24.71226,0.79956,2.87876,11
10/25/2018 5:25:59 AM,5,CHA,17:00.0,17:00.0,0,0,NN_Char_Charge,3.74045,2.99853,24.81741,0.84953,3.06538,11
10/25/2018 5:26:59 AM,5,CHA,18:00.0,18:00.0,0,0,NN_Char_Charge,3.75258,2.99853,24.81741,0.89951,3.25262,11
10/25/2018 5:27:59 AM,5,CHA,19:00.0,19:00.0,0,0,NN_Char_Charge,3.76438,2.99853,24.81741,0.94949,3.44046,11
10/25/2018 5:28:59 AM,5,CHA,20:00.0,20:00.0,0,0,NN_Char_Charge,3.77618,2.99853,24.71226,0.99947,3.62891,11
10/25/2018 5:29:59 AM,5,CHA,21:00.0,21:00.0,0,0,NN_Char_Charge,3.78866,2.99853,24.81741,1.04945,3.81793,11
10/25/2018 5:30:59 AM,5,CHA,22:00.0,22:00.0,0,0,NN_Char_Charge,3.8018,2.99853,25.02773,1.09942,4.0076,11
10/25/2018 5:31:59 AM,5,CHA,23:00.0,23:00.0,0,0,NN_Char_Charge,3.81596,2.99853,24.92257,1.1494,4.19796,11
10/25/2018 5:32:59 AM,5,CHA,24:00.0,24:00.0,0,0,NN_Char_Charge,3.8313,2.99853,24.81741,1.19938,4.38903,11
10/25/2018 5:33:59 AM,5,CHA,25:00.0,25:00.0,0,0,NN_Char_Charge,3.84749,2.99853,25.02773,1.24935,4.58092,11
10/25/2018 5:34:59 AM,5,CHA,26:00.0,26:00.0,0,0,NN_Char_Charge,3.86468,2.99853,25.13289,1.29933,4.77362,11
10/25/2018 5:35:59 AM,5,CHA,27:00.0,27:00.0,0,0,NN_Char_Charge,3.88255,3.00108,25.02773,1.34931,4.96721,11
10/25/2018 5:36:59 AM,5,CHA,28:00.0,28:00.0,0,0,NN_Char_Charge,3.90075,2.99853,24.81741,1.39928,5.16171,11
10/25/2018 5:37:59 AM,5,CHA,29:00.0,29:00.0,0,0,NN_Char_Charge,3.91913,2.99853,25.02773,1.44926,5.35712,11
10/25/2018 5:38:59 AM,5,CHA,30:00.0,30:00.0,0,0,NN_Char_Charge,3.93716,2.99853,25.13289,1.49924,5.55343,11
10/25/2018 5:39:59 AM,5,CHA,31:00.0,31:00.0,0,0,NN_Char_Charge,3.95486,2.99853,25.02773,1.54921,5.75064,11
10/25/2018 5:40:59 AM,5,CHA,32:00.0,32:00.0,0,0,NN_Char_Charge,3.97222,2.99853,25.02773,1.59919,5.94873,11
10/25/2018 5:41:59 AM,5,CHA,33:00.0,33:00.0,0,0,NN_Char_Charge,3.98925,2.99853,25.02773,1.64917,6.14767,11
10/25/2018 5:42:59 AM,5,CHA,34:00.0,34:00.0,0,0,NN_Char_Charge,4.00577,2.99853,25.13289,1.69915,6.34747,11
10/25/2018 5:43:59 AM,5,CHA,35:00.0,35:00.0,0,0,NN_Char_Charge,4.02212,2.99853,25.13289,1.74914,6.54812,11
10/25/2018 5:44:59 AM,5,CHA,36:00.0,36:00.0,0,0,NN_Char_Charge,4.03847,2.99853,25.02773,1.79911,6.74953,11
10/25/2018 5:45:59 AM,5,CHA,37:00.0,37:00.0,0,0,NN_Char_Charge,4.05516,2.99853,25.02773,1.84909,6.95177,11
10/25/2018 5:46:59 AM,5,CHA,38:00.0,38:00.0,0,0,NN_Char_Charge,4.07235,2.99853,25.13289,1.89907,7.15489,11
10/25/2018 5:47:59 AM,5,CHA,39:00.0,39:00.0,0,0,NN_Char_Charge,4.09056,2.99853,25.13289,1.94905,7.35886,11
10/25/2018 5:48:59 AM,5,CHA,40:00.0,40:00.0,0,0,NN_Char_Charge,4.10994,2.99853,25.02773,1.99903,7.56378,11
10/25/2018 5:49:59 AM,5,CHA,41:00.0,41:00.0,0,0,NN_Char_Charge,4.13051,2.99853,25.02773,2.049,7.76969,11
10/25/2018 5:50:59 AM,5,CHA,42:00.0,42:00.0,0,0,NN_Char_Charge,4.15141,2.99853,25.23805,2.09898,7.97663,11
10/25/2018 5:51:59 AM,5,CHA,43:00.0,43:00.0,0,0,NN_Char_Charge,4.17231,2.99853,25.23805,2.14895,8.18463,11
10/25/2018 5:52:59 AM,5,CHA,44:00.0,44:00.0,0,0,NN_Char_Charge,4.19271,2.99853,25.13289,2.19893,8.39367,11
10/25/2018 5:53:59 AM,5,CHA,45:00.0,45:00.0,0,0,NN_Char_Charge,4.19995,2.66139,24.92257,2.2469,8.59508,11
10/25/2018 5:54:59 AM,5,CHA,46:00.0,46:00.0,0,0,NN_Char_Charge,4.19995,2.36766,25.13289,2.28865,8.77043,11
10/25/2018 5:55:59 AM,5,CHA,47:00.0,47:00.0,0,0,NN_Char_Charge,4.19995,2.16078,25.13289,2.32631,8.92859,11
10/25/2018 5:56:59 AM,5,CHA,48:00.0,48:00.0,0,0,NN_Char_Charge,4.19979,2.00242,24.92257,2.36096,9.07409,11
10/25/2018 5:57:59 AM,5,CHA,49:00.0,49:00.0,0,0,NN_Char_Charge,4.19979,1.86961,24.71226,2.3932,9.20951,11
10/25/2018 5:58:59 AM,5,CHA,50:00.0,50:00.0,0,0,NN_Char_Charge,4.19979,1.75468,24.71226,2.42338,9.33627,11
10/25/2018 5:59:59 AM,5,CHA,51:00.0,51:00.0,0,0,NN_Char_Charge,4.19979,1.65251,24.71226,2.45176,9.45546,11
10/25/2018 6:00:59 AM,5,CHA,52:00.0,52:00.0,0,0,NN_Char_Charge,4.19979,1.56056,24.71226,2.47852,9.56785,11
10/25/2018 6:01:59 AM,5,CHA,53:00.0,53:00.0,0,0,NN_Char_Charge,4.19979,1.46862,24.6071,2.50375,9.6738,11
10/25/2018 6:02:59 AM,5,CHA,54:00.0,54:00.0,0,0,NN_Char_Charge,4.19979,1.37667,24.29162,2.52745,9.77332,11
10/25/2018 6:03:59 AM,5,CHA,55:00.0,55:00.0,0,0,NN_Char_Charge,4.19979,1.28727,24.39678,2.54961,9.86641,11
10/25/2018 6:04:59 AM,5,CHA,56:00.0,56:00.0,0,0,NN_Char_Charge,4.19979,1.19533,24.6071,2.57028,9.95322,11
10/25/2018 6:05:59 AM,5,CHA,57:00.0,57:00.0,0,0,NN_Char_Charge,4.19979,1.10849,24.6071,2.58948,10.03382,11
10/25/2018 6:06:59 AM,5,CHA,58:00.0,58:00.0,0,0,NN_Char_Charge,4.19979,1.01654,24.50194,2.6072,10.10825,11
10/25/2018 6:07:59 AM,5,CHA,59:00.0,59:00.0,0,0,NN_Char_Charge,4.19979,0.9297,24.18646,2.62343,10.17641,11
10/25/2018 6:08:59 AM,5,CHA,00:00.0,00:00.0,0,0,NN_Char_Charge,4.19979,0.84286,24.18646,2.6382,10.23844,11
10/25/2018 6:09:59 AM,5,CHA,01:00.0,01:00.0,0,0,NN_Char_Charge,4.19979,0.76113,24.29162,2.65156,10.29456,11
10/25/2018 6:10:59 AM,5,CHA,02:00.0,02:00.0,0,0,NN_Char_Charge,4.19979,0.6845,24.29162,2.66361,10.34518,11
10/25/2018 6:11:59 AM,5,CHA,03:00.0,03:00.0,0,0,NN_Char_Charge,4.19979,0.61554,24.18646,2.67445,10.39068,11
10/25/2018 6:12:59 AM,5,CHA,04:00.0,04:00.0,0,0,NN_Char_Charge,4.19979,0.54913,24.0813,2.68414,10.43139,11
10/25/2018 6:13:59 AM,5,CHA,05:00.0,05:00.0,0,0,NN_Char_Charge,4.19979,0.48784,23.97615,2.69278,10.46768,11
10/25/2018 6:14:59 AM,5,CHA,06:00.0,06:00.0,0,0,NN_Char_Charge,4.19979,0.4342,23.97615,2.70047,10.49999,11
10/25/2018 6:15:59 AM,5,CHA,07:00.0,07:00.0,0,0,NN_Char_Charge,4.19979,0.38567,24.18646,2.70732,10.52876,11
10/25/2018 6:16:59 AM,5,CHA,08:00.0,08:00.0,0,0,NN_Char_Charge,4.19979,0.34481,24.0813,2.71342,10.55438,11
10/25/2018 6:17:59 AM,5,CHA,09:00.0,09:00.0,0,0,NN_Char_Charge,4.19979,0.30905,24.0813,2.71887,10.57724,11
10/25/2018 6:18:59 AM,5,CHA,10:00.0,10:00.0,0,0,NN_Char_Charge,4.19979,0.27329,23.97615,2.72372,10.59761,11
10/25/2018 6:19:59 AM,5,CHA,11:00.0,11:00.0,0,0,NN_Char_Charge,4.19979,0.24519,23.97615,2.72804,10.61577,11
10/25/2018 6:20:59 AM,5,CHA,12:00.0,12:00.0,0,0,NN_Char_Charge,4.19979,0.2171,24.0813,2.7319,10.63197,11
10/25/2018 6:21:59 AM,5,CHA,13:00.0,13:00.0,0,0,NN_Char_Charge,4.19979,0.19667,23.97615,2.73536,10.6465,11
10/25/2018 6:22:59 AM,5,CHA,14:00.0,14:00.0,0,0,NN_Char_Charge,4.19979,0.17623,23.97615,2.73846,10.65954,11
10/25/2018 6:23:59 AM,5,CHA,15:00.0,15:00.0,0,0,NN_Char_Charge,4.19979,0.15836,23.76583,2.74126,10.67128,11
10/25/2018 6:24:59 AM,5,CHA,16:00.0,16:00.0,0,0,NN_Char_Charge,4.19979,0.14303,23.87099,2.74379,10.68192,11
10/25/2018 6:25:59 AM,5,CHA,17:00.0,17:00.0,0,0,NN_Char_Charge,4.19979,0.13026,24.0813,2.74608,10.69153,11
10/25/2018 6:26:59 AM,5,CHA,18:00.0,18:00.0,0,0,NN_Char_Charge,4.19979,0.11749,23.87099,2.74816,10.70024,11
10/25/2018 6:27:59 AM,5,CHA,19:00.0,19:00.0,0,0,NN_Char_Charge,4.19979,0.10727,23.87099,2.75005,10.70818,11
10/25/2018 6:28:59 AM,5,CHA,20:00.0,20:00.0,0,0,NN_Char_Charge,4.19979,0.09961,23.87099,2.75177,10.71541,11
10/25/2018 6:29:59 AM,5,CHA,21:00.0,21:00.0,0,0,NN_Char_Charge,4.19979,0.08939,23.87099,2.75334,10.72201,11
10/25/2018 6:30:59 AM,5,CHA,22:00.0,22:00.0,0,0,NN_Char_Charge,4.19979,0.08429,23.97615,2.75479,10.72809,11
10/25/2018 6:31:59 AM,5,CHA,23:00.0,23:00.0,0,0,NN_Char_Charge,4.19979,0.07662,23.87099,2.75613,10.73371,11
10/25/2018 6:32:59 AM,5,CHA,24:00.0,24:00.0,0,0,NN_Char_Charge,4.19979,0.07152,23.97615,2.75736,10.73891,11
10/25/2018 6:33:59 AM,5,CHA,25:00.0,25:00.0,0,0,NN_Char_Charge,4.19979,0.06641,23.97615,2.75851,10.74372,11
10/25/2018 6:34:59 AM,5,CHA,26:00.0,26:00.0,0,0,NN_Char_Charge,4.19979,0.0613,23.97615,2.75957,10.74818,11
10/25/2018 6:35:59 AM,5,CHA,27:00.0,27:00.0,0,0,NN_Char_Charge,4.19979,0.05874,23.87099,2.76056,10.75235,11
10/25/2018 6:36:59 AM,5,CHA,28:00.0,28:00.0,0,0,NN_Char_Charge,4.19979,0.05364,23.97615,2.76148,10.75621,11
10/25/2018 6:37:59 AM,5,CHA,29:00.0,29:00.0,0,0,NN_Char_Charge,4.19979,0.05108,23.87099,2.76235,10.75985,11
10/25/2018 6:38:09 AM,5,CHA,29:09.5,29:09.5,0,0,NN_Char_Charge,4.19979,0.04853,23.87099,2.76248,10.76042,11
10/25/2018 6:39:09 AM,7,PAU,30:09.5,01:00.0,0,0,NN_Char_Charge,4.19726,0,23.76583,2.76248,10.76042,12
10/25/2018 6:39:09 AM,7,PAU,30:09.5,01:00.0,0,0,NN_Char_Charge,4.19726,0,23.76583,2.76248,10.76042,12
10/25/2018 6:40:09 AM,10,PAU,31:09.5,01:00.0,0,0,NN_Char_Charge,4.19641,0,23.76583,2.76248,10.76042,12
10/25/2018 6:41:09 AM,10,PAU,32:09.5,02:00.0,0,0,NN_Char_Charge,4.19574,0,23.87099,2.76248,10.76042,12
10/25/2018 6:42:09 AM,10,PAU,33:09.5,03:00.0,0,0,NN_Char_Charge,4.19523,0,23.97615,2.76248,10.76042,12
10/25/2018 6:43:09 AM,10,PAU,34:09.5,04:00.0,0,0,NN_Char_Charge,4.19473,0,23.87099,2.76248,10.76042,12
10/25/2018 6:44:09 AM,10,PAU,35:09.5,05:00.0,0,0,NN_Char_Charge,4.19422,0,23.76583,2.76248,10.76042,12
10/25/2018 6:45:09 AM,10,PAU,36:09.5,06:00.0,0,0,NN_Char_Charge,4.19389,0,23.87099,2.76248,10.76042,12
10/25/2018 6:46:09 AM,10,PAU,37:09.5,07:00.0,0,0,NN_Char_Charge,4.19355,0,23.97615,2.76248,10.76042,12
10/25/2018 6:47:09 AM,10,PAU,38:09.5,08:00.0,0,0,NN_Char_Charge,4.19304,0,23.76583,2.76248,10.76042,12
10/25/2018 6:48:09 AM,10,PAU,39:09.5,09:00.0,0,0,NN_Char_Charge,4.19271,0,23.66067,2.76248,10.76042,12
10/25/2018 6:49:09 AM,10,PAU,40:09.5,10:00.0,0,0,NN_Char_Charge,4.19254,0,23.87099,2.76248,10.76042,12
10/25/2018 6:50:09 AM,10,PAU,41:09.5,11:00.0,0,0,NN_Char_Charge,4.1922,0,23.97615,2.76248,10.76042,12
10/25/2018 6:51:09 AM,10,PAU,42:09.5,12:00.0,0,0,NN_Char_Charge,4.19186,0,23.97615,2.76248,10.76042,12
10/25/2018 6:52:09 AM,10,PAU,43:09.5,13:00.0,0,0,NN_Char_Charge,4.19169,0,23.55551,2.76248,10.76042,12
10/25/2018 6:53:09 AM,10,PAU,44:09.5,14:00.0,0,0,NN_Char_Charge,4.19136,0,23.97615,2.76248,10.76042,12
10/25/2018 6:54:09 AM,10,PAU,45:09.5,15:00.0,0,0,NN_Char_Charge,4.19119,0,24.0813,2.76248,10.76042,12
10/25/2018 6:55:09 AM,10,PAU,46:09.5,16:00.0,0,0,NN_Char_Charge,4.19085,0,23.55551,2.76248,10.76042,12
10/25/2018 6:56:09 AM,10,PAU,47:09.5,17:00.0,0,0,NN_Char_Charge,4.19068,0,23.55551,2.76248,10.76042,12
10/25/2018 6:57:09 AM,10,PAU,48:09.5,18:00.0,0,0,NN_Char_Charge,4.19051,0,24.0813,2.76248,10.76042,12
10/25/2018 6:58:09 AM,10,PAU,49:09.5,19:00.0,0,0,NN_Char_Charge,4.19018,0,24.18646,2.76248,10.76042,12
10/25/2018 6:59:09 AM,10,PAU,50:09.5,20:00.0,0,0,NN_Char_Charge,4.19001,0,23.34519,2.76248,10.76042,12
10/25/2018 7:00:09 AM,10,PAU,51:09.5,21:00.0,0,0,NN_Char_Charge,4.18984,0,23.66067,2.76248,10.76042,12
10/25/2018 7:01:09 AM,10,PAU,52:09.5,22:00.0,0,0,NN_Char_Charge,4.18967,0,24.0813,2.76248,10.76042,12
10/25/2018 7:02:09 AM,10,PAU,53:09.5,23:00.0,0,0,NN_Char_Charge,4.1895,0,24.18646,2.76248,10.76042,12
10/25/2018 7:03:09 AM,10,PAU,54:09.5,24:00.0,0,0,NN_Char_Charge,4.18933,0,23.55551,2.76248,10.76042,12
10/25/2018 7:04:09 AM,10,PAU,55:09.5,25:00.0,0,0,NN_Char_Charge,4.18917,0,23.66067,2.76248,10.76042,12
10/25/2018 7:05:09 AM,10,PAU,56:09.5,26:00.0,0,0,NN_Char_Charge,4.189,0,23.97615,2.76248,10.76042,12
10/25/2018 7:06:09 AM,10,PAU,57:09.5,27:00.0,0,0,NN_Char_Charge,4.18883,0,24.29162,2.76248,10.76042,12
10/25/2018 7:07:09 AM,10,PAU,58:09.5,28:00.0,0,0,NN_Char_Charge,4.18883,0,23.97615,2.76248,10.76042,12
10/25/2018 7:08:09 AM,10,PAU,59:09.5,29:00.0,0,0,NN_Char_Charge,4.18866,0,23.55551,2.76248,10.76042,12
10/25/2018 7:09:09 AM,10,PAU,00:09.5,30:00.0,0,0,NN_Char_Charge,4.18849,0,23.66067,2.76248,10.76042,12
10/25/2018 7:10:09 AM,10,PAU,01:09.5,31:00.0,0,0,NN_Char_Charge,4.18832,0,24.0813,2.76248,10.76042,12
10/25/2018 7:11:09 AM,10,PAU,02:09.5,32:00.0,0,0,NN_Char_Charge,4.18815,0,24.18646,2.76248,10.76042,12
10/25/2018 7:12:09 AM,10,PAU,03:09.5,33:00.0,0,0,NN_Char_Charge,4.18799,0,23.97615,2.76248,10.76042,12
